index,time,value
1267,1656664441216,0.0
1268,1656664441230,0.0
1269,1656664441386,0.0
1270,1656664441389,0.0
1271,1656664448332,0.0
1272,1656664448333,0.0
1273,1656664458292,0.0
1274,1656664458293,0.0
1275,1656664458293,0.0
1276,1656664458293,0.0
1277,1656664458293,0.0
1278,1656664458293,0.0
1279,1656664458293,0.0
1280,1656664458293,0.0
1281,1656664459063,0.0
1282,1656664460032,0.0
1283,1656664460994,0.0
1284,1656664461973,0.0
1285,1656664462942,0.0
1286,1656664463905,0.0
1287,1656664464858,0.0
1288,1656664465828,0.0
1289,1656664466801,0.0
1290,1656664467768,0.0
1291,1656664468737,0.0
1292,1656664469687,0.0
1293,1656664470652,82.0
1294,1656664471616,82.0
1295,1656664475126,82.0
1296,1656664475127,82.0
1297,1656664475127,82.0
1298,1656664475478,0.0
1299,1656664476446,0.0
1300,1656664477413,0.0
1301,1656664478381,0.0
1302,1656664479416,0.0
1303,1656664501195,0.0
1304,1656664501196,0.0
1305,1656664501196,0.0
1306,1656664501196,0.0
1307,1656664501196,0.0
1308,1656664501196,0.0
1309,1656664501196,0.0
1310,1656664501196,0.0
1311,1656664501196,0.0
1312,1656664501196,0.0
1313,1656664501196,0.0
1314,1656664501197,0.0
1315,1656664501197,0.0
1316,1656664501197,0.0
1317,1656664501197,0.0
1318,1656664501197,0.0
1319,1656664501197,0.0
1320,1656664501197,0.0
1321,1656664501197,0.0
1322,1656664501197,0.0
1323,1656664501197,0.0
1324,1656664501561,0.0
1325,1656664511354,0.0
1326,1656664511354,0.0
1327,1656664511354,0.0
1328,1656664511354,0.0
1329,1656664511355,0.0
1330,1656664511355,0.0
1331,1656664511355,0.0
1332,1656664511355,0.0
1333,1656664511355,0.0
1334,1656664530196,0.0
1335,1656664530196,0.0
1336,1656664530199,0.0
1337,1656664530200,0.0
1338,1656664530200,0.0
1339,1656664530201,0.0
1340,1656664530201,0.0
1341,1656664530201,0.0
1342,1656664530201,0.0
1343,1656664530201,0.0
1344,1656664530201,0.0
1345,1656664530201,0.0
1346,1656664530202,0.0
1347,1656664530202,0.0
1348,1656664530202,0.0
1349,1656664530202,0.0
1350,1656664530202,0.0
1351,1656664530202,0.0
1352,1656664530202,0.0
1353,1656664530559,0.0
1354,1656664531530,0.0
1355,1656664532497,0.0
1356,1656664574198,0.0
1357,1656664574202,0.0
1358,1656664574202,0.0
1359,1656664574202,0.0
1360,1656664574202,0.0
1361,1656664574202,0.0
1362,1656664574202,0.0
1363,1656664574202,0.0
1364,1656664574203,0.0
1365,1656664574203,0.0
1366,1656664574203,0.0
1367,1656664574203,0.0
1368,1656664574203,0.0
1369,1656664574203,0.0
1370,1656664574206,0.0
1371,1656664574207,0.0
1372,1656664574207,0.0
1373,1656664574208,0.0
1374,1656664574208,0.0
1375,1656664574208,0.0
1376,1656664574208,0.0
1377,1656664574208,0.0
1378,1656664574208,0.0
1379,1656664574208,0.0
1380,1656664574208,0.0
1381,1656664574208,0.0
1382,1656664574208,0.0
1383,1656664574209,0.0
1384,1656664574209,0.0
1385,1656664574209,0.0
1386,1656664574209,0.0
1387,1656664574209,0.0
1388,1656664574209,0.0
1389,1656664574209,0.0
1390,1656664574209,0.0
1391,1656664574209,0.0
1392,1656664574209,0.0
1393,1656664574209,0.0
1394,1656664574209,0.0
1395,1656664574209,0.0
1396,1656664574209,0.0
1397,1656664575017,0.0
1398,1656664575982,0.0
1399,1656664576943,0.0
1400,1656664577909,0.0
1401,1656664578876,0.0
1402,1656664579865,0.0
1403,1656664580819,0.0
1404,1656664605182,0.0
1405,1656664605183,0.0
1406,1656664605183,0.0
1407,1656664605184,0.0
1408,1656664605186,0.0
1409,1656664605187,0.0
1410,1656664605187,0.0
1411,1656664605187,0.0
1412,1656664605187,0.0
1413,1656664605187,0.0
1414,1656664605187,0.0
1415,1656664605187,0.0
1416,1656664605187,0.0
1417,1656664605187,0.0
1418,1656664605187,0.0
1419,1656664605187,0.0
1420,1656664605187,0.0
1421,1656664605187,0.0
1422,1656664605188,0.0
1423,1656664605188,0.0
1424,1656664605188,0.0
1425,1656664605188,0.0
1426,1656664605192,0.0
1427,1656664605192,0.0
1428,1656664605929,0.0
1429,1656664606899,0.0
1430,1656664662224,0.0
1431,1656664662225,0.0
1432,1656664662225,0.0
1433,1656664662225,0.0
1434,1656664662225,0.0
1435,1656664662226,0.0
1436,1656664662227,0.0
1437,1656664662227,0.0
1438,1656664662227,0.0
1439,1656664662227,0.0
1440,1656664662228,0.0
1441,1656664662228,0.0
1442,1656664662228,0.0
1443,1656664662228,0.0
1444,1656664662229,0.0
1445,1656664662229,0.0
1446,1656664662229,0.0
1447,1656664662229,0.0
1448,1656664662229,0.0
1449,1656664662230,0.0
1450,1656664662230,0.0
1451,1656664662231,0.0
1452,1656664662231,0.0
1453,1656664662231,0.0
1454,1656664662233,0.0
1455,1656664662233,0.0
1456,1656664662237,0.0
1457,1656664662238,0.0
1458,1656664662238,0.0
1459,1656664662238,0.0
1460,1656664662240,0.0
1461,1656664662240,0.0
1462,1656664662242,0.0
1463,1656664662242,0.0
1464,1656664662242,0.0
1465,1656664662242,0.0
1466,1656664662242,0.0
1467,1656664662245,0.0
1468,1656664662245,0.0
1469,1656664662245,0.0
1470,1656664662245,0.0
1471,1656664662246,0.0
1472,1656664662246,0.0
1473,1656664662246,0.0
1474,1656664662246,0.0
1475,1656664662246,0.0
1476,1656664662246,0.0
1477,1656664662246,0.0
1478,1656664662246,0.0
1479,1656664662246,0.0
1480,1656664662246,0.0
1481,1656664662246,0.0
1482,1656664662246,0.0
1483,1656664662246,0.0
1484,1656664662247,0.0
1485,1656664867202,0.0
1486,1656664867203,0.0
1487,1656664867203,0.0
1488,1656664867205,0.0
1489,1656664867207,0.0
1490,1656664867207,0.0
1491,1656664867207,0.0
1492,1656664867207,0.0
1493,1656664867207,0.0
1494,1656664867207,0.0
1495,1656664867207,0.0
1496,1656664867207,0.0
1497,1656664867207,0.0
1498,1656664867207,0.0
1499,1656664867207,0.0
1500,1656664867207,0.0
1501,1656664867208,0.0
1502,1656664867208,0.0
1503,1656664867208,0.0
1504,1656664867208,0.0
1505,1656664867208,0.0
1506,1656664867208,0.0
1507,1656664867208,0.0
1508,1656664867208,0.0
1509,1656664867208,0.0
1510,1656664867208,0.0
1511,1656664867208,0.0
1512,1656664867208,0.0
1513,1656664867208,0.0
1514,1656664867208,0.0
1515,1656664867209,0.0
1516,1656664867209,0.0
1517,1656664867209,0.0
1518,1656664867209,0.0
1519,1656664867209,0.0
1520,1656664867209,0.0
1521,1656664867209,0.0
1522,1656664867209,0.0
1523,1656664867209,0.0
1524,1656664867209,0.0
1525,1656664867209,0.0
1526,1656664867209,0.0
1527,1656664867212,0.0
1528,1656664867212,0.0
1529,1656664867212,0.0
1530,1656664867212,0.0
1531,1656664867212,0.0
1532,1656664867212,0.0
1533,1656664867212,0.0
1534,1656664867213,0.0
1535,1656664867213,0.0
1536,1656664867213,0.0
1537,1656664867213,0.0
1538,1656664867213,0.0
1539,1656664867213,0.0
1540,1656664867213,0.0
1541,1656664867213,0.0
1542,1656664867213,0.0
1543,1656664867213,0.0
1544,1656664867213,0.0
1545,1656664867213,0.0
1546,1656664867213,0.0
1547,1656664867213,0.0
1548,1656664867214,0.0
1549,1656664867214,0.0
1550,1656664867214,0.0
1551,1656664867214,0.0
1552,1656664867214,0.0
1553,1656664867214,0.0
1554,1656664867214,0.0
1555,1656664867214,0.0
1556,1656664867214,0.0
1557,1656664867214,0.0
1558,1656664867215,0.0
1559,1656664867215,0.0
1560,1656664867215,0.0
1561,1656664867215,0.0
1562,1656664867215,0.0
1563,1656664867215,0.0
1564,1656664867215,0.0
1565,1656664867215,0.0
1566,1656664867215,0.0
1567,1656664867215,0.0
1568,1656664867215,0.0
1569,1656664867215,0.0
1570,1656664867215,0.0
1571,1656664867215,0.0
1572,1656664867215,0.0
1573,1656664867251,0.0
1574,1656664867251,0.0
1575,1656664867251,0.0
1576,1656664867251,0.0
1577,1656664867251,0.0
1578,1656664867251,0.0
1579,1656664867251,0.0
1580,1656664867251,0.0
1581,1656664867251,0.0
1582,1656664867251,0.0
1583,1656664867252,0.0
1584,1656664867252,0.0
1585,1656664867252,0.0
1586,1656664867252,0.0
1587,1656664867252,0.0
1588,1656664867252,0.0
1589,1656664867255,0.0
1590,1656664867256,0.0
1591,1656664867256,0.0
1592,1656664867256,0.0
1593,1656664867257,0.0
1594,1656664867257,0.0
1595,1656664867257,0.0
1596,1656664867257,0.0
1597,1656664867257,0.0
1598,1656664867258,0.0
1599,1656664867258,0.0
1600,1656664867258,0.0
1601,1656664867258,0.0
1602,1656664867258,0.0
1603,1656664867259,0.0
1604,1656664867259,0.0
1605,1656664867259,0.0
1606,1656664867259,0.0
1607,1656664867260,0.0
1608,1656664867260,0.0
1609,1656664867260,0.0
1610,1656664867260,0.0
1611,1656664867261,0.0
1612,1656664867261,0.0
1613,1656664867261,0.0
1614,1656664867261,0.0
1615,1656664867262,0.0
1616,1656664867262,0.0
1617,1656664867262,0.0
1618,1656664867262,0.0
1619,1656664867262,0.0
1620,1656664867262,0.0
1621,1656664867262,0.0
1622,1656664867262,0.0
1623,1656664867262,0.0
1624,1656664867262,0.0
1625,1656664867262,0.0
1626,1656664867263,0.0
1627,1656664867263,0.0
1628,1656664867263,0.0
1629,1656664867263,0.0
1630,1656664867263,0.0
1631,1656664867263,0.0
1632,1656664867263,0.0
1633,1656664867263,0.0
1634,1656664867263,0.0
1635,1656664867263,0.0
